3.0 , 1
3.02 , 1.1066666666666667
3.04 , 1.212008830022075
3.06 , 1.3160613454165215
3.08 , 1.418857929136567
3.1 , 1.520431202784144
3.12 , 1.6208127356514455
3.14 , 1.7200330851943757
3.16 , 1.8181218357014537
3.18 , 1.9151076352495366
3.2 , 2.0110182310325615
3.22 , 2.1058805031446544
3.24 , 2.19972049689441
3.26 , 2.2925634537228743
3.2800000000000002 , 2.384433840793759
3.3 , 2.4753553793206646
3.32 , 2.565351071692535
3.34 , 2.6544432274552756
3.36 , 2.742653488204314
3.38 , 2.830002851439977
3.0 , 1
3.02 , 1.1066666666666667
3.04 , 1.212008830022075
3.06 , 1.3160613454165215
3.08 , 1.418857929136567
3.1 , 1.520431202784144
3.12 , 1.6208127356514455
3.14 , 1.7200330851943757
3.16 , 1.8181218357014537
3.18 , 1.9151076352495366
3.2 , 2.0110182310325615
3.22 , 2.1058805031446544
3.24 , 2.19972049689441
3.26 , 2.2925634537228743
3.2800000000000002 , 2.384433840793759
3.3 , 2.4753553793206646
3.32 , 2.565351071692535
3.34 , 2.6544432274552756
3.36 , 2.742653488204314
3.38 , 2.830002851439977
3.0 , 1
3.02 , 1.1066666666666667
3.04 , 1.212008830022075
3.06 , 1.3160613454165215
3.08 , 1.418857929136567
3.1 , 1.520431202784144
3.12 , 1.6208127356514455
3.14 , 1.7200330851943757
3.16 , 1.8181218357014537
3.18 , 1.9151076352495366
3.2 , 2.0110182310325615
3.22 , 2.1058805031446544
3.24 , 2.19972049689441
3.26 , 2.2925634537228743
3.2800000000000002 , 2.384433840793759
3.3 , 2.4753553793206646
3.32 , 2.565351071692535
3.34 , 2.6544432274552756
3.36 , 2.742653488204314
3.38 , 2.830002851439977
3.0 , 1
3.02 , 1.1066666666666667
3.04 , 1.212008830022075
3.06 , 1.3160613454165215
3.08 , 1.418857929136567
3.1 , 1.520431202784144
3.12 , 1.6208127356514455
3.14 , 1.7200330851943757
3.16 , 1.8181218357014537
3.18 , 1.9151076352495366
3.2 , 2.0110182310325615
3.22 , 2.1058805031446544
3.24 , 2.19972049689441
3.26 , 2.2925634537228743
3.2800000000000002 , 2.384433840793759
3.3 , 2.4753553793206646
3.32 , 2.565351071692535
3.34 , 2.6544432274552756
3.36 , 2.742653488204314
3.38 , 2.830002851439977
3.0 , 1
3.02 , 1.1066666666666667
3.04 , 1.212008830022075
3.06 , 1.3160613454165215
3.08 , 1.418857929136567
3.1 , 1.520431202784144
3.12 , 1.6208127356514455
3.14 , 1.7200330851943757
3.16 , 1.8181218357014537
3.18 , 1.9151076352495366
3.2 , 2.0110182310325615
3.22 , 2.1058805031446544
3.24 , 2.19972049689441
3.26 , 2.2925634537228743
3.2800000000000002 , 2.384433840793759
3.3 , 2.4753553793206646
3.32 , 2.565351071692535
3.34 , 2.6544432274552756
3.36 , 2.742653488204314
3.38 , 2.830002851439977
